State of Residence,State of Residence Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Gestational Diabetes,Gestational Diabetes Code,Births,Average Age of Mother (years),Average OE Gestational Age (weeks),Average Birth Weight (grams),Average Pre-pregnancy BMI,Average Number of Prenatal Visits,Average Interval Since Last Other Pregnancy Outcome (months)
Mississippi,28,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,No,2,1793,27.1,38.07,3238.99,28.95,11.76,32.88
Mississippi,28,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,32,27.72,38.09,3218.88,29.91,12.66,18.83
Mississippi,28,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,585,27.47,38.14,3289.02,28.87,12.19,27.43
Mississippi,28,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,153,27.8,38.22,3220.69,26.02,11.76,18.62
Mississippi,28,25-29 years,25-29,Unknown or Not Stated,Unk,No,2,17,27.06,37.24,3085.59,28.31,9.59,66
Mississippi,28,30-34 years,30-34,8th grade or less,1,No,2,37,31.95,37.44,2921.05,29.98,9.84,63.29
Mississippi,28,30-34 years,30-34,9th through 12th grade with no diploma,2,Yes,1,17,31.88,38.06,3327.53,33.49,13.82,120
Mississippi,28,30-34 years,30-34,9th through 12th grade with no diploma,2,No,2,297,31.77,37.25,2889.86,31.51,8.81,58.76
Mississippi,28,30-34 years,30-34,High school graduate or GED completed,3,Yes,1,135,31.79,37.57,3210.19,33.62,11.79,55.12
Mississippi,28,30-34 years,30-34,High school graduate or GED completed,3,No,2,1472,31.7,37.5,3017.85,31.65,10.57,60.72
Mississippi,28,30-34 years,30-34,"Some college credit, but not a degree",4,Yes,1,99,31.84,37.43,3176.39,35.77,12.73,51.61
Mississippi,28,30-34 years,30-34,"Some college credit, but not a degree",4,No,2,1245,31.72,37.72,3119.11,31.67,11.09,59.26
Mississippi,28,30-34 years,30-34,"Associate degree (AA, AS)",5,Yes,1,108,31.86,37.25,3151.79,34.91,12.52,57.06
Mississippi,28,30-34 years,30-34,"Associate degree (AA, AS)",5,No,2,1116,31.74,37.75,3159.56,31.15,11.58,51.78
Mississippi,28,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Yes,1,108,31.99,37.56,3312.03,32.02,12.23,49.78
Mississippi,28,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,No,2,1430,31.75,38.06,3261.44,28.95,11.5,41
Mississippi,28,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,43,31.58,37.51,3318.88,33.04,12.14,46.92
Mississippi,28,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,858,31.93,37.97,3269.26,29.36,11.78,41.73
Mississippi,28,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,243,31.88,38.2,3275.58,26.51,11.65,32.91
Mississippi,28,30-34 years,30-34,Unknown or Not Stated,Unk,No,2,19,31.32,36.89,2962.95,30.74,10.53,16
Mississippi,28,35-39 years,35-39,8th grade or less,1,No,2,15,36.8,37.6,3144.73,28.15,8.33,78.4
Mississippi,28,35-39 years,35-39,9th through 12th grade with no diploma,2,Yes,1,12,36.75,38.08,3179.25,37.91,11.17,129.5
Mississippi,28,35-39 years,35-39,9th through 12th grade with no diploma,2,No,2,140,36.52,36.67,2850.95,31.06,9.06,91.15
Mississippi,28,35-39 years,35-39,High school graduate or GED completed,3,Yes,1,64,36.62,36.72,2983.61,35.78,12.11,92.47
Mississippi,28,35-39 years,35-39,High school graduate or GED completed,3,No,2,517,36.36,37.13,2984.11,32.73,10.73,73.01
Mississippi,28,35-39 years,35-39,"Some college credit, but not a degree",4,Yes,1,47,36.49,36.91,3183.21,34.22,11.74,75.54
Mississippi,28,35-39 years,35-39,"Some college credit, but not a degree",4,No,2,508,36.49,37.53,3068.33,31.89,11.04,77.27
Mississippi,28,35-39 years,35-39,"Associate degree (AA, AS)",5,Yes,1,38,36.37,37.68,3306.05,32.95,12.71,67.07
Mississippi,28,35-39 years,35-39,"Associate degree (AA, AS)",5,No,2,385,36.52,37.24,3037.47,31.84,11.77,71.86
Mississippi,28,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Yes,1,52,36.81,37.06,3162.04,32.65,12.42,59.73
Mississippi,28,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,No,2,595,36.39,37.72,3205.72,29.83,12,50.24
Mississippi,28,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,31,36.06,37.71,3302.03,32.81,13.13,75.62
Mississippi,28,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,411,36.38,37.88,3226.71,30.22,12.19,47.35
Mississippi,28,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,142,36.71,38.01,3302.68,27.86,12.25,49.91
Mississippi,28,40-44 years,40-44,9th through 12th grade with no diploma,2,No,2,33,41.15,36.82,2824.06,34.23,10.88,61.86
Mississippi,28,40-44 years,40-44,High school graduate or GED completed,3,Yes,1,14,40.93,37,3004.64,37.28,10.14,126.57
Mississippi,28,40-44 years,40-44,High school graduate or GED completed,3,No,2,99,41.03,37.08,2846.22,31.94,10.97,94.86
Mississippi,28,40-44 years,40-44,"Some college credit, but not a degree",4,No,2,89,41.13,37.44,3021.73,32.94,10.89,110.68
Mississippi,28,40-44 years,40-44,"Associate degree (AA, AS)",5,Yes,1,21,40.76,37.05,3198.38,35.2,11.38,127.64
Mississippi,28,40-44 years,40-44,"Associate degree (AA, AS)",5,No,2,75,41.15,37.13,3107.01,31.47,11.86,71.46
Mississippi,28,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Yes,1,12,41.25,36.67,2946.33,35.82,13.5,44.67
Mississippi,28,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,No,2,102,40.97,37.01,2994.59,28.99,11.08,51.5
Mississippi,28,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,79,41.33,37.8,3249.67,31.78,12.49,34.17
Mississippi,28,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,26,41.54,36.15,2927.32,29.78,11.31,67.08
Missouri,29,Under 15 years,15,8th grade or less,1,No,2,23,13.91,37.78,3040.87,24.1,7.7,Not Applicable
Missouri,29,15-19 years,15-19,8th grade or less,1,No,2,86,17.57,37.85,2942.79,23.92,8.1,13.5
Missouri,29,15-19 years,15-19,9th through 12th grade with no diploma,2,Yes,1,29,17.9,38,3229.28,28.76,11.79,12
Missouri,29,15-19 years,15-19,9th through 12th grade with no diploma,2,No,2,1245,17.6,38.06,3057.51,24.33,9.24,19.08
Missouri,29,15-19 years,15-19,High school graduate or GED completed,3,Yes,1,28,18.46,37.43,3228.36,29.96,12.07,15.5
Missouri,29,15-19 years,15-19,High school graduate or GED completed,3,No,2,1237,18.57,38.25,3102.42,24.91,10.24,18.54
Missouri,29,15-19 years,15-19,"Some college credit, but not a degree",4,No,2,201,18.79,38.24,3186.53,26,10.88,19.6
Missouri,29,15-19 years,15-19,"Associate degree (AA, AS)",5,No,2,10,18.8,37.4,2862,22.83,11.8,33
Missouri,29,15-19 years,15-19,Unknown or Not Stated,Unk,No,2,23,17.35,38.04,2943.78,26.24,7.77,Not Applicable
Missouri,29,20-24 years,20-24,8th grade or less,1,No,2,382,22.24,38.98,3350.07,24.92,7.51,22.37
Missouri,29,20-24 years,20-24,9th through 12th grade with no diploma,2,Yes,1,85,22.4,37.98,3392.34,32.7,10.85,40
Missouri,29,20-24 years,20-24,9th through 12th grade with no diploma,2,No,2,1369,21.82,38.19,3125.96,27.1,9.64,31
Missouri,29,20-24 years,20-24,High school graduate or GED completed,3,Yes,1,285,22.19,37.94,3264.8,31,11.83,29.17
Missouri,29,20-24 years,20-24,High school graduate or GED completed,3,No,2,5683,22.09,38.21,3175.4,27.36,10.45,27.53
Missouri,29,20-24 years,20-24,"Some college credit, but not a degree",4,Yes,1,130,22.75,37.68,3306.61,31.88,11.64,29.35
Missouri,29,20-24 years,20-24,"Some college credit, but not a degree",4,No,2,2548,22.39,38.3,3228.3,27.5,10.96,26.44
Missouri,29,20-24 years,20-24,"Associate degree (AA, AS)",5,Yes,1,45,22.6,37.58,3257.67,30.13,12.18,19.14
Missouri,29,20-24 years,20-24,"Associate degree (AA, AS)",5,No,2,761,22.82,38.37,3285.6,27.36,11.45,22.62
Missouri,29,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Yes,1,39,23.23,37.64,3164.23,28.17,12.23,36.33
Missouri,29,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,No,2,889,23.37,38.45,3305.42,27,11.56,22.46
Missouri,29,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,60,23.63,38.27,3366.85,26.92,11.07,20.29
Missouri,29,20-24 years,20-24,Unknown or Not Stated,Unk,No,2,31,22.35,38.35,3148.13,27.92,8.58,29
Missouri,29,25-29 years,25-29,8th grade or less,1,Yes,1,11,27.36,38,3145.73,35.51,9.36,63.5
Missouri,29,25-29 years,25-29,8th grade or less,1,No,2,323,26.95,39.02,3384.3,26.27,7.11,46.82
Missouri,29,25-29 years,25-29,9th through 12th grade with no diploma,2,Yes,1,72,27.35,37.64,3298.17,33.63,10.6,44.91
Missouri,29,25-29 years,25-29,9th through 12th grade with no diploma,2,No,2,825,26.71,38.01,3144.18,29.1,9.03,49.17
Missouri,29,25-29 years,25-29,High school graduate or GED completed,3,Yes,1,442,27.14,37.56,3215.36,33.83,11.37,48.03
Missouri,29,25-29 years,25-29,High school graduate or GED completed,3,No,2,4418,26.78,38.15,3192.02,29.28,10.27,41.81
Missouri,29,25-29 years,25-29,"Some college credit, but not a degree",4,Yes,1,326,27.1,37.69,3258.51,33.56,11.97,37.84
Missouri,29,25-29 years,25-29,"Some college credit, but not a degree",4,No,2,3678,26.96,38.19,3251.86,29.09,10.87,39.52
Missouri,29,25-29 years,25-29,"Associate degree (AA, AS)",5,Yes,1,162,27.35,37.74,3253.22,33.69,12.08,35.31
Missouri,29,25-29 years,25-29,"Associate degree (AA, AS)",5,No,2,1759,27.03,38.25,3286.65,28.62,11.21,36.38
Missouri,29,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Yes,1,329,27.4,37.95,3309.66,31.1,11.75,23.68
Missouri,29,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,No,2,4244,27.25,38.57,3363.26,27.19,11.68,27.27
Missouri,29,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,95,27.69,37.86,3308.12,30.5,12.14,20.93
Missouri,29,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,1432,27.61,38.52,3356.01,26.88,11.79,21.43
Missouri,29,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,13,28.08,37.77,3313.85,32.97,11.46,14
Missouri,29,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,282,27.89,38.57,3368.59,25.59,11.86,22.58
Missouri,29,25-29 years,25-29,Unknown or Not Stated,Unk,No,2,31,27.52,37.33,2933.63,27.51,9.75,56.57
Missouri,29,30-34 years,30-34,8th grade or less,1,Yes,1,13,32.08,36.08,2853.92,29.65,10.5,85.75
Missouri,29,30-34 years,30-34,8th grade or less,1,No,2,282,31.89,38.64,3313.32,27.07,6.82,61.43
Missouri,29,30-34 years,30-34,9th through 12th grade with no diploma,2,Yes,1,57,31.67,37.56,3213.74,32.24,10.23,78.86
Missouri,29,30-34 years,30-34,9th through 12th grade with no diploma,2,No,2,494,31.85,37.64,3034.5,29.64,9.01,62.27
Missouri,29,30-34 years,30-34,High school graduate or GED completed,3,Yes,1,294,31.68,37.51,3168.86,33.53,11.74,53.49
Missouri,29,30-34 years,30-34,High school graduate or GED completed,3,No,2,2487,31.69,38.03,3175.55,29.74,9.94,60.47
Missouri,29,30-34 years,30-34,"Some college credit, but not a degree",4,Yes,1,381,31.81,37.7,3267.75,34,12.18,49.88
Missouri,29,30-34 years,30-34,"Some college credit, but not a degree",4,No,2,2770,31.79,38.03,3214.98,29.8,10.53,52.58
Missouri,29,30-34 years,30-34,"Associate degree (AA, AS)",5,Yes,1,187,32.06,37.59,3271.01,33.31,11.67,58.1
Missouri,29,30-34 years,30-34,"Associate degree (AA, AS)",5,No,2,1521,31.84,38.26,3302.4,29.23,11.15,51.18
Missouri,29,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Yes,1,442,31.9,37.8,3275.22,31.57,12.17,38.63
Missouri,29,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,No,2,4565,31.86,38.43,3363.29,27.12,11.46,33.68
Missouri,29,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,229,32.14,37.71,3270.14,30.76,12.09,29.86
Missouri,29,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,2586,31.98,38.46,3366.17,26.76,11.56,33.04
Missouri,29,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,59,32.22,37.95,3190.58,28.26,12.05,31.5
Missouri,29,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,825,32.02,38.49,3349.15,25.49,11.93,27.18
Missouri,29,30-34 years,30-34,Unknown or Not Stated,Unk,No,2,37,32.14,37.78,3167.08,28.53,9.34,88.4
Missouri,29,35-39 years,35-39,8th grade or less,1,Yes,1,14,36.43,38.21,3581.5,27.72,10,69.25
Missouri,29,35-39 years,35-39,8th grade or less,1,No,2,126,36.8,38.93,3493.21,28.67,7,75.29
Missouri,29,35-39 years,35-39,9th through 12th grade with no diploma,2,Yes,1,26,36.96,37.73,3284.65,34.12,11.81,86.89
Missouri,29,35-39 years,35-39,9th through 12th grade with no diploma,2,No,2,230,36.47,37.45,3028.63,29.19,8.73,80.75
Missouri,29,35-39 years,35-39,High school graduate or GED completed,3,Yes,1,156,36.65,37.18,3232.79,34.72,11.21,75.93
Missouri,29,35-39 years,35-39,High school graduate or GED completed,3,No,2,903,36.46,37.79,3143.29,29.83,9.79,70.58
Missouri,29,35-39 years,35-39,"Some college credit, but not a degree",4,Yes,1,195,36.65,37.75,3319.18,34.33,11.66,71.87
Missouri,29,35-39 years,35-39,"Some college credit, but not a degree",4,No,2,1085,36.48,37.93,3193.48,30.03,10.5,62.11
Missouri,29,35-39 years,35-39,"Associate degree (AA, AS)",5,Yes,1,113,36.73,37.65,3279.39,32.6,11.8,68.42
Missouri,29,35-39 years,35-39,"Associate degree (AA, AS)",5,No,2,623,36.55,37.81,3207.08,29.35,10.56,59.76
Missouri,29,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Yes,1,248,36.54,37.54,3259.6,31.94,11.91,42.35
Missouri,29,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,No,2,1891,36.43,38.32,3358.64,27.37,11.58,43.84
Missouri,29,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,137,36.46,37.88,3351.16,30.41,13.22,35.71
Missouri,29,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,1259,36.51,38.34,3365.32,27.24,11.79,39.26
Missouri,29,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,43,36.28,37.6,3188.53,28.75,13.35,28.57
Missouri,29,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,397,36.48,38.32,3305.97,25.54,12.09,43.83
Missouri,29,35-39 years,35-39,Unknown or Not Stated,Unk,No,2,20,36.5,38.11,3419.5,31.31,9,48
Missouri,29,40-44 years,40-44,8th grade or less,1,No,2,50,41.36,38.7,3408.42,29.04,5.43,59.91
Missouri,29,40-44 years,40-44,9th through 12th grade with no diploma,2,Yes,1,11,41.45,36.55,2746.18,32.04,10.11,60.25
Missouri,29,40-44 years,40-44,9th through 12th grade with no diploma,2,No,2,44,41.34,36.8,2866.86,28.06,8.69,68
Missouri,29,40-44 years,40-44,High school graduate or GED completed,3,Yes,1,30,41.1,37.47,3198.7,33.21,11.67,66.56
Missouri,29,40-44 years,40-44,High school graduate or GED completed,3,No,2,157,41.1,37.65,3070.9,30.33,9.62,74.84
Missouri,29,40-44 years,40-44,"Some college credit, but not a degree",4,Yes,1,42,41.02,37.48,3129.62,34.46,12.61,55.46
Missouri,29,40-44 years,40-44,"Some college credit, but not a degree",4,No,2,223,41.13,37.61,3106.72,28.81,10.94,68.97
Missouri,29,40-44 years,40-44,"Associate degree (AA, AS)",5,Yes,1,18,40.72,37.22,3298.22,32.27,10.94,75.5
Missouri,29,40-44 years,40-44,"Associate degree (AA, AS)",5,No,2,119,41.05,37.59,3127.1,32.07,11.21,60.48
Missouri,29,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Yes,1,43,41.21,37.33,3197.23,31.5,11.49,37.53
Missouri,29,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,No,2,314,41.02,38.13,3284.56,27.84,11.2,63.3
Missouri,29,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,33,41.3,37,2869.67,31.87,12,46.53
Missouri,29,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,207,41.18,37.69,3214.16,27.58,11.48,45.25
Missouri,29,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,10,41.8,37.8,3271.7,32.18,11.2,83
Missouri,29,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,69,41.22,38.2,3298.74,25.7,12.3,37.79
Missouri,29,45-49 years,45-49,"Some college credit, but not a degree",4,No,2,11,45.36,37.73,2976.82,27.73,10.27,101.86
Missouri,29,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,No,2,17,45.76,38.41,3420.29,26.54,13.06,51
Montana,30,15-19 years,15-19,8th grade or less,1,No,2,12,17.5,37.17,2759.5,22.39,9.58,25
Montana,30,15-19 years,15-19,9th through 12th grade with no diploma,2,No,2,175,17.75,38.13,3129.87,24.34,8.97,23.68
Montana,30,15-19 years,15-19,High school graduate or GED completed,3,No,2,134,18.46,38.45,3269.75,25.27,10.44,25.07
Montana,30,15-19 years,15-19,"Some college credit, but not a degree",4,No,2,25,18.76,36.96,2984.2,25.68,8.6,21
Montana,30,20-24 years,20-24,8th grade or less,1,No,2,36,22.47,39.25,3252.89,26.33,7.75,44.6
Montana,30,20-24 years,20-24,9th through 12th grade with no diploma,2,Yes,1,14,21.93,37.79,3255.21,33.14,10.36,44
Montana,30,20-24 years,20-24,9th through 12th grade with no diploma,2,No,2,266,21.82,38.3,3172.67,27.1,8.95,37.38
Montana,30,20-24 years,20-24,High school graduate or GED completed,3,Yes,1,45,22.4,38.09,3365.38,31.99,10.89,24.53
Montana,30,20-24 years,20-24,High school graduate or GED completed,3,No,2,856,22.17,38.39,3232.86,26.64,10.37,30.46
Montana,30,20-24 years,20-24,"Some college credit, but not a degree",4,Yes,1,25,22.92,38.12,3423.08,30.95,11.16,27.4
Montana,30,20-24 years,20-24,"Some college credit, but not a degree",4,No,2,393,22.55,38.39,3247.67,26.99,10.6,26.62
Montana,30,20-24 years,20-24,"Associate degree (AA, AS)",5,No,2,117,22.79,38.47,3264.58,28.09,10.86,25.08
Montana,30,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,No,2,109,23.48,38.71,3307,26.17,11,22.9
Montana,30,25-29 years,25-29,8th grade or less,1,No,2,68,26.97,38.79,3292.46,27.27,7.99,28.4
Montana,30,25-29 years,25-29,9th through 12th grade with no diploma,2,Yes,1,10,26.3,37.9,3314.1,31,9.9,64.5
Montana,30,25-29 years,25-29,9th through 12th grade with no diploma,2,No,2,172,26.72,38.16,3153.72,27.65,8.72,60.93
Montana,30,25-29 years,25-29,High school graduate or GED completed,3,Yes,1,67,27.24,37.52,3133.67,33.86,10.78,36
Montana,30,25-29 years,25-29,High school graduate or GED completed,3,No,2,864,26.91,38.42,3254.74,28.09,10.39,45.29
Montana,30,25-29 years,25-29,"Some college credit, but not a degree",4,Yes,1,62,27.44,37.74,3261.31,32.45,11.37,45.74
Montana,30,25-29 years,25-29,"Some college credit, but not a degree",4,No,2,683,26.96,38.38,3306.23,28.39,10.75,44.77
Montana,30,25-29 years,25-29,"Associate degree (AA, AS)",5,Yes,1,25,27.44,38.32,3378.12,29.09,11,39.33
Montana,30,25-29 years,25-29,"Associate degree (AA, AS)",5,No,2,306,27.24,38.55,3307,27.93,11.08,39.47
Montana,30,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Yes,1,48,27.31,38.33,3389.6,30.89,13.69,41.4
Montana,30,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,No,2,798,27.27,38.66,3378.18,26.65,11.58,30.29
Montana,30,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,14,27.64,38.43,3414.79,27.81,11.64,36
Montana,30,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,165,27.76,38.72,3382.01,25.38,11.52,31
Montana,30,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,55,27.89,38.85,3427.65,25.77,11.2,28.25
Montana,30,30-34 years,30-34,8th grade or less,1,No,2,48,31.69,37.9,3048.75,26.21,7.23,44.16
Montana,30,30-34 years,30-34,9th through 12th grade with no diploma,2,Yes,1,10,32,36.3,3101.5,35.29,9.6,131.25
Montana,30,30-34 years,30-34,9th through 12th grade with no diploma,2,No,2,83,31.94,37.9,3151.66,28.66,8.05,98.71
Montana,30,30-34 years,30-34,High school graduate or GED completed,3,Yes,1,64,32.08,37.97,3240.33,32.16,11.47,69.54
Montana,30,30-34 years,30-34,High school graduate or GED completed,3,No,2,467,31.8,38.38,3233.64,27.83,10.18,64.93
Montana,30,30-34 years,30-34,"Some college credit, but not a degree",4,Yes,1,60,32.07,37.78,3328.92,32.81,11.53,64.52
Montana,30,30-34 years,30-34,"Some college credit, but not a degree",4,No,2,515,31.84,38.36,3262.6,28.47,11.02,65.05
Montana,30,30-34 years,30-34,"Associate degree (AA, AS)",5,Yes,1,30,31.93,37.57,3143.4,33.04,12.1,44.82
Montana,30,30-34 years,30-34,"Associate degree (AA, AS)",5,No,2,325,31.78,38.37,3304.63,27.35,10.94,56.83
Montana,30,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Yes,1,65,32.15,37.98,3245.69,30.01,11.26,69.76
Montana,30,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,No,2,912,31.93,38.65,3309.09,26.27,11.6,42.44
Montana,30,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,35,31.91,38.03,3300.46,29.55,12.11,41.64
Montana,30,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,375,32.03,38.66,3342.68,25.68,11.77,42.11
Montana,30,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,121,32.11,38.63,3311.09,24.25,11.47,34.21
Montana,30,35-39 years,35-39,8th grade or less,1,No,2,33,36.58,38.42,3229.73,28.61,7.06,61.25
Montana,30,35-39 years,35-39,9th through 12th grade with no diploma,2,No,2,40,36.62,38,3178.28,28.5,7.78,83.35
Montana,30,35-39 years,35-39,High school graduate or GED completed,3,Yes,1,36,36.92,37.58,3189.47,30.41,10.64,89.38
Montana,30,35-39 years,35-39,High school graduate or GED completed,3,No,2,190,36.7,37.66,3156.97,28.76,9.74,72.44
Montana,30,35-39 years,35-39,"Some college credit, but not a degree",4,Yes,1,37,36.81,37.54,3207.86,30.41,9.76,77.45
Montana,30,35-39 years,35-39,"Some college credit, but not a degree",4,No,2,260,36.63,38.28,3289.51,28.47,10.93,84.11
Montana,30,35-39 years,35-39,"Associate degree (AA, AS)",5,Yes,1,18,36.89,37.39,3128.72,34.53,10.88,71.2
Montana,30,35-39 years,35-39,"Associate degree (AA, AS)",5,No,2,130,36.28,38.41,3298.04,28.53,11.04,69.19
